Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Good,Just coming out and hitting the streets.,The breakfast was nice and the staff friendly.,7.0,February 2024,"February 24, 2024",Deluxe Queen Room - High Floor,2,Family,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
It was a comfortable stay,,Good Indian food and courteous staff,8.0,September 2022,"September 3, 2022",Superior Twin Room,5,Group,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Very Good,For the sake of complain there's nothing to complain,The food options. As I'm an Indian I prefer Indian food which they have plenty of options to choose from. The reception staff was very cooperative and understanding,8.0,January 2024,"January 29, 2024",Deluxe Queen Room - High Floor,4,Solo traveler,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
"Great location, value for money and excellent food.",None.,Professional and courteous staff. Helped me get a SIM card and arranged for early packed breakfast. Also upgraded me on my second visit. Highly recommend for families.,10.0,June 2023,"July 3, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Wonderful,,The staff was very helpful and friendly. Food was good and the kitchen staff were lovely.,9.0,December 2022,"December 4, 2022",Standard Queen Room,6,Family,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Good,,"friendly staff, helped me with organising mandatory PCR test. After a while in the inlands of Tanzania it was great to see a rich buffet. Great vieuw of the city from the balcony !",7.0,March 2022,"March 14, 2022",Junior Queen Suite 19th Floor,2,Solo traveler,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Exceptional,,the food was nice. The staff were charming. I would like to come back again,10.0,August 2022,"August 30, 2022",Superior Twin Room,2,Couple,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
"Good location, enjoyable stay .",The TV selection is very limited .,The staff were very friendly and helpful . Amina who works in hospitality was over and above in her service to my friend and I. The Resturant breakfast was very good . The selection was very good . The evening resturant menu was reasonably priced and the food delicious . We ate there most evenings.,7.0,October 2022,"October 9, 2022",Superior Twin Room,14,Group,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
"Great location, value for money and excellent food.",None.,Professional and courteous staff. Helped me get a SIM card and arranged for early packed breakfast. Also upgraded me on my second visit. Highly recommend for families.,10.0,June 2023,"July 3, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Good location to get the ferry.,,"Friendly staff, good breakfast.",8.0,April 2024,"April 4, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Wonderful,,"The genial atmosphere, the wonderful staff, and the buffet breakfast. Home away from home in the city centre.",9.0,November 2022,"November 3, 2022",Standard Queen Room,4,Family,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
The reception was great,My door key was changed every time it was left at the front desk.,Timeliness of the breakfast. The service was also commendable.,9.0,May 2023,"May 9, 2023",Standard Queen Room,4,Group,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Wonderful,,Competent and helpful staff. Good breakfast with choices.,9.0,July 2023,"July 16, 2023",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Wonderful,Didn’t have a pool,The food was delicious and the staffs were very friendly,9.0,December 2021,"December 23, 2021",Standard Queen Room,4,Couple,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Excellent Service and conveniently Located,Payment during check-in,Excellent Service and Breakfast,9.0,August 2023,"August 24, 2023",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Wonderful,,"The awesome welcoming staff, the genial atmosphere, and the breakfast",9.0,October 2022,"November 3, 2022",Standard Queen Room,4,Family,7.8,0,0,0,0,1,0,1,0,0,0,0.0016154270516573774
Value for money,Room service is slow and needed followup.,"The reception staff is exceptional
The breakfast spread is satisfactory.",7.0,May 2022,"May 24, 2022",Standard Queen Room,5,Solo traveler,7.8,0,1,0,0,1,1,1,1,0,0,0.0016105760779163286
Fair,"The standard of a 4 Star hotel is that when people pay accommodation, at least, breakfast must be included. It was so unfair for a visitor to pay for such and realise that a 4 star can't even provide breakfast,  demanding extra pay. That has to be rectified. It was very inconveniencing.","Generally, the position of the hotel is cool. Closer to other important services within the city like good restaurants.",5.0,December 2023,"December 24, 2023",Standard Queen Room,4,Couple,7.8,0,0,0,0,1,0,1,1,0,0,0.0016010921350099673
Very good option where in Dar,Only 1 bath towel per customer,Central clean; had a gym with ok and working equipment. It had what I needed,8.0,September 2023,"September 14, 2023",Standard Queen Room,4,Solo traveler,7.8,1,0,1,1,0,0,0,0,1,0,0.0015968045706341958
Good,Staff in the restaurant are slow. At times not removing used utensils in time. Replenishment of food items takes long. Ask them for tea it takes ages. They are very slow and inefficient,Location is good. Nice view. Good bathroom. Overall clean,7.0,October 2023,"October 22, 2023",Standard Queen Room,3,Group,7.8,1,0,0,0,0,1,0,1,1,0,0.0015877688008433608
One and done,"Hote room, price for breakfast buffet 30,000 tshillings pp, room/bathroom needing renovations, not as shown online and not enough lighting in room.",Fire lounge food and hot shower.,4.0,May 2023,"June 1, 2023",Standard Queen Room,1,Family,7.8,1,1,1,0,0,0,1,1,0,0,0.0015722367426927455
Basic poor overnight option,"Old hotel, bad small in room and bathroom. 
Bad small of unclean staff.","Nothing special.
Old hotel.
Nice breakfast. Options for fresh exotic fruits.
Helpfull staff.",6.0,July 2023,"July 7, 2023",Standard Queen Room,1,Solo traveler,7.8,0,1,0,0,1,1,1,0,0,0,0.001565851288866669
"It was magical stay, I will keep recommendinh to all families me friends",High prices breakfast,"Didn't take breakfast. In our booking breakfast was not included! The hotel is a germ located at the heart of Dar es salaam about ten minutes walk from Zanzibar ferry, surounded by shopping malls. It has good stuff and great atmosphere.",10.0,September 2021,"September 30, 2021",Superior Twin Room,1,Couple,7.8,0,0,1,0,0,0,1,1,1,0,0.0015616807387327295
It was good,Problems with booking.com and its inefficiencies. affected my quick check-in. Booking.com should improve its services,"Excellent views, excellent room",6.0,May 2023,"May 6, 2023",Standard Queen Room,4,Solo traveler,7.8,1,0,0,0,0,1,0,0,1,0,0.0015579773792388039
"I will.not come this hotel again


I",Service at all as mention on above,"Services of clearning was worse because they come clearning around 4 pm
Room not cleaned

Plus windows moving up n down lot of noise come repair after few hrs
So not happy with services after paying them",7.0,July 2022,"July 28, 2022",Deluxe Queen Room - High Floor,5,Couple,7.8,1,0,0,0,1,1,0,0,0,0,0.0015557133784825615
Very pleasant experience,Very slow elevator,Great location and close to ferry dock. Excellent breakfast,8.0,March 2023,"March 13, 2023",Standard Queen Room,2,Solo traveler,7.8,0,0,0,1,0,0,1,0,1,0,0.0015454394655955413
Good stay,Busy location,Pleasant View and clean rooms,8.0,December 2023,"January 24, 2024",Standard Queen Room,1,Family,7.8,1,0,0,0,0,0,0,0,1,1,0.0015294271229047813
Very Good,renovations at 21st floor was very noisy,"location 
breakfast 
excellent view 
WiFi",8.0,January 2022,"January 9, 2022",Junior Queen Suite 19th Floor,3,Couple,7.8,0,0,1,0,0,0,1,0,1,0,0.001527854263460241
Wonderful,,"Amazing views, well equipped gym and a large variety of breakfast options at the buffet",9.0,January 2024,"January 9, 2024",Superior Twin Room,3,Group,7.8,0,0,1,0,0,0,1,0,1,0,0.001527854263460241
Good place to stay.,I did not like there beds. They have small beds and not comfortable matress,"The room is spacious but the beds are not comfortable. What they advetised on booking.com is not the type of room we got. we got the bed with a lower matress while making the booking they advertised nice confortable beds with nice big matress. Breakfast was ok, not bad.",6.0,April 2023,"May 10, 2023",Standard Queen Room,3,Family,7.8,1,1,1,0,0,0,1,0,0,0,0.001522985849909404
unsatisfied,"Most Staff are lazy ,  they do not service promptly till you call several times ..
We asked for Invoice , they said they will email to us, till now we do not receive anything ...!!!
Lobby Smells very bad, not well ventilated...
Restaurant was disappointing..
Breakfast was Fair  
Surrounding areas not safe","Breakfast was Fair 
security Fair
Location acceptable",4.0,October 2023,"October 23, 2023",Standard Queen Room,4,Group,7.8,0,0,0,1,0,1,1,1,1,0,0.001509029156644674
It was a nice stay,My booking included breakfast when booking this accommodation but I was surprised to be asked to pay extra for breakfast when checkin in.,"Was good stay, the room is clean and nice, food is good but my fish were cooked with hot chill which I didnt ask to do so. I recommend you ask your customer how they like their food before you prepare!
Chips were so crisps!",7.0,October 2022,"November 7, 2022",Superior Twin Room,2,Couple,7.8,1,0,0,0,0,0,1,1,0,0,0.0014832410600762532
Wonderful,Nothing,"The rooms were comfortable,clean and even they upgraded us to a more expensive room than what we had paid for.Their restaurant had a very tasty meal and the price was fair.",9.0,January 2022,"January 11, 2022",Standard Queen Room,2,Couple,7.8,1,0,0,0,0,0,1,0,0,0,0.0014711028352334982
If Wi-Fi is working then good hotel to stay with,"During the entire stay, no Wi-Fi was there. We have complained several time but the problem didn't got fixed by the hotel. 
I have also forgot one Data Hard Drive. I request you to talk to Hotel Managment to Find it. And if they got it then kindly keep it safe. I will collect it.",Rooms are good. Breakfast is also very good.,5.0,February 2023,"March 26, 2023",Standard Queen Room,4,Family,7.8,1,0,0,0,0,0,1,0,0,0,0.0014711028352334982
Wonderful,I was rejected on the last day by moving me to another hotel,The room set up and foods at level 21 floor,9.0,August 2024,"August 6, 2024",Standard Queen Room,6,Couple,7.8,1,0,0,0,0,0,1,0,0,0,0.0014711028352334982
Nothing,Tv channels was stopping all the time.,Breakfast was good and shower was very nice.,7.0,August 2022,"August 29, 2022",Standard Queen Room,4,Family,7.8,1,0,0,0,0,0,1,0,0,0,0.0014711028352334982
Comfortable Stay. Center of city.,,Very good breakfast. Good coffee machine in room which gives fresh espresso coffee.,9.0,May 2022,"May 26, 2022",Standard Queen Room,3,Solo traveler,7.8,1,0,0,0,0,0,1,0,0,0,0.0014711028352334982
Ok,"Bed not too comfortable. Bed linen should be of better quality.
Breakfast rather bland",Great location. City CENTRE. Easy access to my various events.,7.0,June 2023,"June 19, 2023",Standard Queen Room,5,Solo traveler,7.8,0,1,0,0,0,0,0,1,1,0,0.0014616253687441201
Exceptional,The breakfast room its small,Very good location,10.0,November 2021,"November 17, 2021",Standard Queen Room,1,Couple,7.8,0,1,0,0,0,0,0,1,1,0,0.00146162536874412
Bad,it’s run bad locally. they should supervise the staff,location and breakfast,1.0,January 2023,"January 19, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,1,1,0,1,0,0.0014594980440815997
Ordinary experience,"Seems a bit worn out. At least the room we had which was a junior suite. 
Breakfast needs a little update, but was okay 
Shower was leaking s lot of water on the floor when showering",Staff...... as usual everything was possible. Always smiling and willing to do everything they can for you,6.0,September 2021,"September 17, 2021",Junior Queen Suite 19th Floor,2,Couple,7.8,0,1,0,0,1,0,0,1,0,0,0.0014593613319204527
"Nice people, but hotel has seen better days.","Room tired and slightly grubby. Restaurant not that clean.  No alcohol served. We tried to book a board room for a meeting, but very expensive at USD 100 for 2 hours. Will not stay here again.",Friendly and helpful staff and managers. Upgraded to a junior suite.,6.0,January 2023,"January 21, 2023",Deluxe Queen Room - High Floor,3,Solo traveler,7.8,0,1,0,0,1,0,0,1,0,0,0.0014593613319204527
It was okay but will not stay here again,"Very hot, drinks were never iced cold, milkshakes were not cold, bathrooms were not pleasant especially toilet. Room didn’t have sports channel forced to watch tv in Restaurant on 20th and 21st floor. AC was terrible, rain got inside of the room, elevator was extremely hot, food never seasoned.",16th floor had a beautiful view and the 21st floor had a beautiful view of the city,6.0,February 2023,"February 15, 2023",Standard Queen Room,8,Couple,7.8,0,1,0,1,0,0,0,1,1,0,0.0014541564531378782
"Staff went out of their way to help,but,restaurant,for example,very basic.",Could not switch off the light outside the bathroom door.(could not find the switch).TV very awkward to operate.,"Good location,but later discovered,there was another golden Tulip,",6.0,March 2023,"March 11, 2023",Standard Queen Room,1,Solo traveler,7.8,0,1,0,0,0,0,0,0,1,0,0.0014446321833363875
Very Poor,"Carpets were dirty, the hotel had over powering aroma, Bathroom was too small.",Close proximity to the Ferry,2.0,September 2022,"September 18, 2022",Superior Twin Room,1,Couple,7.8,0,1,0,0,0,0,0,0,1,0,0.0014446321833363875
Poor,I didn't like the bathrooms at all. The shower was filed with mold. The property was a bit outdated as well.,The view was stunning.,3.0,November 2021,"December 3, 2021",Standard Queen Room,2,Family,7.8,0,1,0,0,0,0,0,0,1,0,0.0014446321833363875
Just fine not exceptional,Room was small but generally okay,"Just okay, nothing spectacularly stood out. The location was ideal",7.0,January 2023,"March 23, 2023",Superior Twin Room,1,Group,7.8,0,1,0,0,0,0,0,0,1,0,0.0014446321833363873
